station_a,station_b,mileage
郑州,襄阳,499
鹰潭,赣州,500
徐州,德州,437
嘉兴,昆山,143
开封,徐州,277
郑州,渭南,455
许昌,信阳,216
白洋淀,保定,47
天津,白洋淀,260
徐水,霸州,73
驻马店,郑州,206
南昌,黄石,250
哈尔滨,沈阳北,546
沈阳,长春,303
盘锦,大石桥,109
徐州,济南,319
邹城,徐州,142
济南,邹城,177
大连,瓦房店,105
丹霞山,韶关东,31
南雄,丹霞山,62
石家庄北,保定,145
武昌,阜阳,361
一面坡,海林,172
唐山北,沈阳北,649
高台,嘉峪关,186
西安,郑州,511
沭阳,徐州,161
惠州,广州东,140
洛阳,邯郸,371
石家庄,洛阳,532
合肥,商城,199
泰山,天津,430
天津,兖州,513
肇东,对青山,32
宋,肇东,33
土溪,蓬安,68
达州,土溪,50
茶陵南,井冈山,112
郑州,信阳,302
武昌,漯河,397
鹰潭,衡阳,624
鞍山,瓦房店,203
沈阳,哈尔滨,549
松滋,当阳,99
柳州,怀化,453
道州,零陵,86
大板,桑根达来,289
黄石,南昌西,320
花园,武昌,61
霸州,白洋淀,50
茶陵南,吉安,203
衡阳,茶陵南,107
昆明,师宗,158
鹰潭,炎陵,492
白城,通辽,183
信阳,丹凤,436
沈阳北,北戴河,426
南阳,平顶山,151
大庆东,哈尔滨北,126
德惠,沃皮,38
五棵树,榆树,33
米沙子,德惠,48
刘家店,陶赖昭,35
德惠,五棵树,65
五棵树,长春,146
新立镇,榆树,21
谢家镇,新立镇,16
舒兰,谢家镇,24
安阳,渭南,642
北戴河,燕郊,241
徐州,沧州,550
天祝,兰州西,135
吕梁,太原南,173
胶州,平度,64
平度,蓝村,85
衡阳,井冈山,181
扬州,东台,158
南京,东台,259
盐城,南京,322
兰溪,金华,23
衢州,井冈山,632
容县,玉林,75
太原,延安,441
株洲,广州,655
张家界,常德,198
华城,兴宁,15
龙川,华城,55
南宁,崇左,122
钦州东,防城港北,48
越西,峨眉,214
喜德,西昌,74
普雄,喜德,87
汉源,普雄,116
成都,峨眉,156
彭山,成都南,53
汉源,眉山,188
喜德,汉源,203
冕宁,喜德,26
米易,德昌,76
西昌南,米易,129
尼勒克,奎屯,300
皮山,墨玉,141
吐鲁番北,和硕,260
长沙,郴州,333
密云北,鹰手营子,65
北京东,通州西,13
承德,下台子,70
三家店,官厅,65
北京西,三家店,31
廊坊北,北京西,64
官厅西,三家店,64
沙城,官厅西,20
三家店,北京,37
张掖,兰州,547
敦煌,嘉峪关,363
兰州西,张掖,537
伊宁,奎屯,372
霍尔果斯,伊宁,73
福海,克拉玛依,287
郑州,石家庄,412
株洲,广州东,663
上海,金华,390
南昌西,赣州,412
阜阳,九江,459
天津,菏泽,577
秦皇岛,天津,285
阜阳,天津,850
天水,兰州,348
南昌,阜阳,594
深圳,惠州,115
天津,石家庄,319
菏泽,衡水,308
襄阳东,安康,373
广州,长沙,707
成都,营山,273
漯河,宝丰,107
九江,菏泽,732
衡水,九江,1040
北京,徐州,814
阜阳,赣州,1006
吉安,阜阳,832
深圳东,惠州,107
娄底,长沙,177
哈尔滨,北京,1249
西安,石家庄,919
西安,天水,328
徐州,天津西,543
辽中,北京,635
泰山,沧州,304
新乡,石家庄,109
那曲,拉萨,322
安多,那曲,126
格尔木,安多,694
西安,兰州,676
哈尔滨西,北京,1242
徐州,天津,705
惠农,银川,102
衡水,张家口南,446
张家口南,聊城,632
霸州,衡水,182
西安,北京西,1200
石家庄北,天津,401
南京,衡水,897
石家庄北,南京,1029
东方,海口,373
东方,三亚,145
哈尔滨,秦皇岛,950
石家庄,孝感,854
北京,石家庄,287
武昌,石家庄,944
石家庄北,北京西,291
中卫,太原,751
那曲,格尔木,820
阜阳,北京,865
广州,武昌,1069
唐山,沈阳北,566
沈阳北,天津,123
武昌,深圳,1216
嘉兴,黄石,999
华山,郑州,388
金华,武昌,812
文水,吕梁,99
太原南,文水,74
盐池,灵武,113
定边,太原,520
德州,兖州,257
天津西,德州,246
桂林北,衡阳,335
扬州,北京,1228
汉口,石家庄,924
金华,黄石,719
大同,北京,374
黄石,义乌,707
石家庄,沙城,396
郑州,北京西,689
武昌,北京西,1225
延安,石家庄北,666
汉口,郑州,516
孝感,郑州,86
太原南,中卫,739
武夷山,南平南,149
衡水,阜阳,569
北京,衡水,284
鹰潭,阜阳,750
饶阳,北京,222
长春,北京,1003
四平,北京,917
九江,北京西,1314
乌鲁木齐南,马兰,340
焉耆,乌鲁木齐南,414
乌鲁木齐南,库尔勒,479
伊宁,乌鲁木齐,604
黄州,北京西,1158
安阳,洛阳,311
太原,大同,300
汾阳,太原南,91
大石桥,天津,684
双城堡,唐山北,1047
唐山北,哈尔滨,1100
南京,渭南,1152
海宁,苏州,206
西安,南京,1208
曲水县,拉萨,56
尼木,曲水县,47
仁布,尼木,48
日喀则,仁布,97
拉萨,日喀则,248
无锡,渭南,1327
达州,梁平,89
广州东,长沙,715
格尔木,西宁,830
拉萨,格尔木,1142
